"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","192","CUB","Cuba","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","4.42108621068465"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","192","CUB","Cuba","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","4.4157350550596"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","204","BEN","Benin","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","204","BEN","Benin","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","204","BEN","Benin","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","204","BEN","Benin","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","204","BEN","Benin","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","204","BEN","Benin","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","204","BEN","Benin","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","204","BEN","Benin","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","204","BEN","Benin","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","204","BEN","Benin","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","212","DMA","Dominica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","9.96"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","212","DMA","Dominica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","9.96"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","212","DMA","Dominica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","9.92"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","212","DMA","Dominica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","10.73"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","212","DMA","Dominica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","10.7340831461932"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","212","DMA","Dominica","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","10.7340831461932"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","214","DOM","Dominican Republic","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","7.32"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","214","DOM","Dominican Republic","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","7.32"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","214","DOM","Dominican Republic","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","7.3"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","214","DOM","Dominican Republic","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","7.58"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","214","DOM","Dominican Republic","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","7.58"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","214","DOM","Dominican Republic","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","7.55"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","214","DOM","Dominican Republic","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","7.56145275954866"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","214","DOM","Dominican Republic","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","7.56145275954866"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","214","DOM","Dominican Republic","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","7.56145275954866"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","218","ECU","Ecuador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","11.92"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","218","ECU","Ecuador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","12.35"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","218","ECU","Ecuador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","12.23"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","218","ECU","Ecuador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","12.26"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","218","ECU","Ecuador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","12.32"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","218","ECU","Ecuador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","11.21"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","218","ECU","Ecuador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","11.1725069399183"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","218","ECU","Ecuador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","11.0877248837814"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","218","ECU","Ecuador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","10.9467505157394"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","222","SLV","El Salvador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","5.99"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","222","SLV","El Salvador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","5.98"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","222","SLV","El Salvador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","5.98"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","222","SLV","El Salvador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","6"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","222","SLV","El Salvador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","6"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","222","SLV","El Salvador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","6.01"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","222","SLV","El Salvador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","5.92254355533042"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","222","SLV","El Salvador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","5.65379109067353"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","222","SLV","El Salvador","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","5.65178495803115"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","231","ETH","Ethiopia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","17.41"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","231","ETH","Ethiopia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","17.41"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","231","ETH","Ethiopia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","17.0220523226"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","242","FJI","Fiji","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","11.73"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","242","FJI","Fiji","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","11.09"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","242","FJI","Fiji","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","11.08"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","242","FJI","Fiji","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","11.4"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","242","FJI","Fiji","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","7.94"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","242","FJI","Fiji","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","7.40429384132669"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","242","FJI","Fiji","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","8.2043091870941"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","242","FJI","Fiji","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","8.43067745098997"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","266","GAB","Gabon","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","17.69"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","266","GAB","Gabon","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","17.69"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","266","GAB","Gabon","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","17.7"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","266","GAB","Gabon","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","18.0552519191799"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","266","GAB","Gabon","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","18.0552519191799"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","266","GAB","Gabon","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","18.0552519191799"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","268","GEO","Georgia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","1.51"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","268","GEO","Georgia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","1.51"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","268","GEO","Georgia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","1.46"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","268","GEO","Georgia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","1.45"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","268","GEO","Georgia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","1.36"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","268","GEO","Georgia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","1.37"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","268","GEO","Georgia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","1.43"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","268","GEO","Georgia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","1.42616569655805"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","268","GEO","Georgia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","1.4707358846637"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","268","GEO","Georgia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","1.42642365049924"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","270","GMB","The Gambia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","270","GMB","The Gambia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","270","GMB","The Gambia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","270","GMB","The Gambia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","270","GMB","The Gambia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","270","GMB","The Gambia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","270","GMB","The Gambia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","270","GMB","The Gambia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","288","GHA","Ghana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","12.15"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","288","GHA","Ghana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","288","GHA","Ghana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","288","GHA","Ghana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","12.05"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","288","GHA","Ghana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","11.95"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","288","GHA","Ghana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","288","GHA","Ghana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","288","GHA","Ghana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","288","GHA","Ghana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","296","KIR","Kiribati","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","296","KIR","Kiribati","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","296","KIR","Kiribati","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","296","KIR","Kiribati","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","7.97360724099517E-05"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","296","KIR","Kiribati","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","7.31813514048769E-05"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","308","GRD","Grenada","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","10.99"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","308","GRD","Grenada","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","11"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","308","GRD","Grenada","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","10.99"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","308","GRD","Grenada","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","10.9938516335693"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","308","GRD","Grenada","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","10.9937737070609"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","308","GRD","Grenada","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","10.9937129108012"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","320","GTM","Guatemala","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","5.6"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","320","GTM","Guatemala","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","5.56"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","320","GTM","Guatemala","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","5.5230362827137"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","320","GTM","Guatemala","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","5.63114311953913"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","320","GTM","Guatemala","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","5.52330399555493"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","324","GIN","Guinea","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","324","GIN","Guinea","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","324","GIN","Guinea","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","324","GIN","Guinea","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","324","GIN","Guinea","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","324","GIN","Guinea","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","324","GIN","Guinea","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","324","GIN","Guinea","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","328","GUY","Guyana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","10.95"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","328","GUY","Guyana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","10.95"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","328","GUY","Guyana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","10.95"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","328","GUY","Guyana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","10.95"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","328","GUY","Guyana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","11.69"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","328","GUY","Guyana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","11.7"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","328","GUY","Guyana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","11.7039656166529"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","328","GUY","Guyana","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","11.6933028209736"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","332","HTI","Haiti","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","4.76"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","332","HTI","Haiti","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","8.78"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","332","HTI","Haiti","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","4.92"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","332","HTI","Haiti","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","4.93963941044843"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","332","HTI","Haiti","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","4.93963941044843"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","340","HND","Honduras","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","5.74"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","340","HND","Honduras","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","5.69"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","340","HND","Honduras","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","5.69"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","340","HND","Honduras","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","5.77"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","340","HND","Honduras","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","5.76"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","340","HND","Honduras","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","5.70031563513585"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","340","HND","Honduras","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","5.71149884195687"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","340","HND","Honduras","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","5.62854894219624"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","344","HKG","Hong Kong, China","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","344","HKG","Hong Kong, China","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","344","HKG","Hong Kong, China","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","344","HKG","Hong Kong, China","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","344","HKG","Hong Kong, China","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","344","HKG","Hong Kong, China","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","344","HKG","Hong Kong, China","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","344","HKG","Hong Kong, China","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","344","HKG","Hong Kong, China","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","344","HKG","Hong Kong, China","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","0"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","352","ISL","Iceland","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","5.18"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","352","ISL","Iceland","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","4.66"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","352","ISL","Iceland","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","3.99"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","352","ISL","Iceland","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","4.29"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","352","ISL","Iceland","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","3.12"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","352","ISL","Iceland","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","3.14"
